iter	Passed	Remaining
1765	3123	413
1766	3125	412
1767	3127	410
1768	3128	408
1769	3130	406
1770	3132	405
1771	3133	403
1772	3135	401
1773	3137	399
1774	3139	397
1775	3140	396
1776	3142	394
1777	3144	392
1778	3146	390
1779	3147	389
1780	3149	387
1781	3151	385
1782	3153	383
1783	3155	382
1784	3157	380
1785	3158	378
1786	3160	376
1787	3162	374
1788	3164	373
1789	3165	371
1790	3167	369
1791	3169	367
1792	3171	366
1793	3172	364
1794	3174	362
1795	3176	360
1796	3178	359
1797	3180	357
1798	3181	355
1799	3183	353
1800	3185	351
1801	3187	350
1802	3188	348
1803	3190	346
1804	3192	344
1805	3193	343
1806	3195	341
1807	3197	339
1808	3199	337
1809	3200	336
1810	3202	334
1811	3204	332
1812	3206	330
1813	3208	328
1814	3209	327
1815	3211	325
1816	3213	323
1817	3215	321
1818	3217	320
1819	3218	318
1820	3220	316
1821	3221	314
1822	3223	312
1823	3224	311
1824	3226	309
1825	3228	307
1826	3229	305
1827	3231	304
1828	3233	302
1829	3235	300
1830	3237	298
1831	3238	296
1832	3240	295
1833	3242	293
1834	3244	291
1835	3245	289
1836	3247	288
1837	3249	286
1838	3251	284
1839	3252	282
1840	3255	281
1841	3257	279
1842	3258	277
1843	3260	275
1844	3262	274
1845	3263	272
1846	3265	270
1847	3267	268
1848	3269	267
1849	3271	265
1850	3272	263
1851	3274	261
1852	3276	259
1853	3278	258
1854	3280	256
1855	3282	254
1856	3283	252
1857	3285	251
1858	3287	249
1859	3289	247
1860	3291	245
1861	3293	244
1862	3294	242
1863	3296	240
1864	3298	238
1865	3300	236
1866	3302	235
1867	3303	233
1868	3305	231
1869	3307	229
1870	3309	228
1871	3310	226
1872	3312	224
1873	3314	222
1874	3316	221
1875	3317	219
1876	3319	217
1877	3321	215
1878	3323	213
1879	3325	212
1880	3326	210
1881	3328	208
1882	3330	206
1883	3331	205
1884	3333	203
1885	3335	201
1886	3337	199
1887	3339	198
1888	3340	196
1889	3342	194
1890	3344	192
1891	3345	190
1892	3348	189
1893	3349	187
1894	3351	185
1895	3353	183
1896	3354	182
1897	3356	180
1898	3357	178
1899	3359	176
1900	3361	175
1901	3363	173
1902	3365	171
1903	3366	169
1904	3368	167
1905	3370	166
1906	3371	164
1907	3373	162
1908	3375	160
1909	3377	159
1910	3378	157
1911	3380	155
1912	3382	153
1913	3383	152
1914	3385	150
1915	3387	148
1916	3389	146
1917	3390	144
1918	3392	143
1919	3394	141
1920	3395	139
1921	3397	137
1922	3399	136
1923	3401	134
1924	3402	132
1925	3404	130
1926	3406	129
1927	3408	127
1928	3409	125
1929	3411	123
1930	3413	121
1931	3415	120
1932	3416	118
1933	3418	116
1934	3420	114
1935	3422	113
1936	3423	111
1937	3425	109
1938	3427	107
1939	3429	106
1940	3430	104
1941	3432	102
1942	3434	100
1943	3435	98
1944	3437	97
1945	3439	95
1946	3441	93
1947	3443	91
1948	3444	90
1949	3446	88
1950	3447	86
1951	3449	84
1952	3451	83
1953	3452	81
1954	3454	79
1955	3456	77
1956	3457	75
1957	3459	74
1958	3461	72
1959	3462	70
1960	3464	68
1961	3466	67
1962	3467	65
1963	3469	63
1964	3471	61
1965	3472	60
1966	3474	58
1967	3476	56
1968	3478	54
1969	3480	52
1970	3481	51
1971	3483	49
1972	3485	47
1973	3487	45
1974	3488	44
1975	3490	42
1976	3492	40
1977	3494	38
1978	3495	37
1979	3497	35
1980	3499	33
1981	3500	31
1982	3502	30
1983	3504	28
1984	3505	26
1985	3507	24
1986	3509	22
1987	3511	21
1988	3513	19
1989	3515	17
1990	3516	15
1991	3518	14
1992	3520	12
1993	3521	10
1994	3523	8
1995	3525	7
1996	3527	5
1997	3528	3
1998	3530	1
1999	3532	0
